episode,reward
2142,2.176933
2143,1.766871
2144,1
2145,-0.4999998
2146,0.02989058
2147,2.293076
2148,1
2149,2.28992
2150,1
2151,-22.5
2152,1
2153,0.02845841
2154,2.169114
2155,2.148233
2156,2.271353
2157,1
2158,2.127467
2159,1
2160,1
2161,1
2162,1
2163,12.5
2164,4.5
2165,1
2166,-2.34143
2167,5
2168,1
2169,2.714449
2170,1
2171,2.465277
2172,1.094213
2173,7.23735
2174,2.136273
2175,-7.500005
2176,-15.5
2177,0.04560617
2178,2.270305
2179,2.147482
2180,-0.5
2181,1
2182,7.5
2183,4.420632
2184,4.012338
2185,2.111495
2186,1
2187,1
2188,2.395918
2189,1
2190,1
2191,0.8711494
2192,0
2193,1
2194,1
2195,-0.7374463
2196,0.6054447
2197,3.408927
2198,1.700784
2199,3.317586
2200,5.228199
2201,2.138536
2202,2.286589
2203,1
2204,-8.673897
2205,1
2206,0
2207,3.306582
2208,3.686599
2209,-14.96956
2210,0.06507832
2211,5.5
2212,5.564742
2213,1
2214,-14.99113
2215,1
2216,1.054907
2217,3.617441
2218,1
2219,1
2220,3.941891
2221,-1.084329
2222,1.022385
2223,0.2294209
2224,1.70809
2225,1
2226,3.499999
2227,-14.97828
2228,1
2229,1
2230,1
2231,1
2232,0.02207631
2233,1
2234,5.363047
2235,1
2236,0
2237,1.002857
2238,1
2239,-16.5
2240,1
2241,1
2242,1
2243,1
2244,1
2245,0.04423112
2246,2.231402
2247,1
2248,2.292079
2249,2.430281
2250,1
2251,0.533017
2252,0
2253,3.438585
2254,0
2255,4.264954
2256,-0.919412
2257,-12.59196
2258,1
2259,1
2260,3.553027
2261,1
2262,1
2263,2.654975
2264,1
2265,6.152769
2266,1
2267,1
2268,-0.5723439
2269,1
2270,1
2271,1
2272,5.182236
2273,1
2274,4.78566
2275,3.499996
2276,1
2277,1.00174
2278,0
2279,4.750062
2280,1
2281,-2.499999
2282,1.000778
2283,3.349405
2284,1
2285,1.003124
2286,1.003216
2287,3.388982
2288,2
2289,0.01957847
2290,1
2291,2.597806
2292,2.22122
2293,-13.99347
2294,1
2295,-14.99299
2296,2.193981
2297,2.745653
2298,1
2299,1
2300,1
2301,1
2302,0.03517488
2303,1.006564
2304,1.375713
2305,1
2306,1
2307,3.596663
2308,1.045909
2309,1
2310,1
2311,2.013327
2312,1
2313,1.007154
2314,-15
2315,1
2316,1
2317,1
2318,-15
2319,1
2320,1.006676
2321,0
2322,1
2323,3.287903
2324,3.349224
2325,1
2326,1
2327,0.7993763
2328,1.056131
2329,-1.389757
2330,-15
2331,1.007714
2332,-0.2100489
2333,1
2334,1
2335,1
2336,0
2337,1
2338,1.526024
2339,1
2340,1
2341,2.236555
2342,-11.5
2343,1.00264
2344,0
2345,2.277833
2346,1.354553
2347,0
2348,0
2349,1.007505
2350,4.5552
2351,1
2352,5.002548
2353,2
2354,1
2355,1
2356,1
2357,1
2358,0.02997907
2359,2.869123
2360,1
2361,0.01623907
2362,7.248183
2363,1
2364,4.997442
2365,1
2366,0
2367,-0.4254026
2368,1
2369,3.234126
2370,1
2371,1
2372,2.317913
2373,1.095205
2374,1
2375,1
2376,1
2377,-0.7043831
2378,2.31047
2379,1
2380,1
2381,2.445742
2382,1
2383,1
2384,1
2385,2.570743
2386,0.02130193
2387,3.578722
2388,4.675803
2389,2.342782
2390,5.254545
2391,1.00455
2392,1.004583
2393,0
2394,0
2395,0
2396,2.447054
2397,9.296819
2398,2.079844
2399,2
2400,6.19679
2401,0.01199024
2402,1
2403,1
2404,0.5000014
2405,1
2406,-14.97356
2407,1
2408,1
2409,1
2410,1.058177
2411,1
2412,0.01515881
2413,1.005992
2414,0.06784515
2415,8.5
2416,-0.9347567
2417,1.007394
2418,1
2419,1
2420,1.005571
2421,6.139916
2422,1.103089
2423,1
2424,6.104535
2425,1
2426,0.03612166
2427,1.517967
2428,3.584349
2429,1
2430,1
2431,-0.3076448
2432,0
2433,0.1376399
2434,2.607281
2435,1
2436,0
2437,1
2438,5.5
2439,1.64994
2440,1.001255
2441,1
2442,0.9092488
2443,4.374353
2444,5.940294
2445,1
2446,3.931346
2447,1
2448,4.448008
2449,1
2450,1
2451,1.002914
2452,5.285827
2453,3.301819
2454,-14.99225
2455,2.799099
2456,1
2457,1
2458,2.529291
2459,1
2460,1
2461,1
2462,1
2463,1
2464,8.235636
2465,2.51976
2466,1.534119
2467,1
2468,0.007975502
2469,1.031319
2470,2.104212
2471,1
2472,3.260389
2473,1
2474,7.166043
2475,1
2476,2.50294
2477,3.402104
2478,1
2479,-15
2480,1.000724
2481,1.000757
2482,2.500001
2483,-14.97898
2484,1.069018
2485,1
2486,1
2487,0.01467108
2488,6.40875
2489,1
2490,1
2491,3.609145
2492,1
2493,1
2494,1
2495,4.396228
2496,1.051744
2497,0.03258645
2498,-0.5182596
2499,2.491258
2500,1.024055
2501,1.023817
2502,0.09103566
2503,1.463116
2504,-14.94977
2505,2.460462
2506,4.831535
2507,1.394995
2508,0.03915109
2509,1
2510,1
2511,2.228639
2512,6.145321
2513,1
2514,0.05329464
2515,5.987866
2516,1
2517,-0.2622119
2518,1
2519,1
2520,3.747849
2521,1.059209
2522,1
2523,-14.95925
2524,3.387164
2525,1.216448
2526,7.5
2527,1
2528,3.440054
2529,3.455318
2530,1
2531,0
2532,1
2533,7.500001
2534,-1.358581
2535,1
2536,1
2537,1
2538,1
2539,1
2540,5.029328
2541,2.94295
2542,-14.96903
2543,3.648408
2544,1
2545,8.04221
2546,-14.96148
2547,1
2548,0.04396145
2549,2.080347
2550,1.057764
2551,1
2552,2.84854
2553,1
2554,1
2555,0.02517078
2556,0.09718593
2557,1
2558,0
2559,7.5
2560,1
2561,1
2562,1
2563,1
2564,0.01421555
2565,-0.3936457
2566,1
2567,6.035663
2568,-14.96015
2569,1
2570,1
2571,1
2572,1
2573,1
2574,1.065989
2575,-14.99805
2576,3.5
2577,1
2578,1.002332
2579,0
2580,2.225908
2581,1.326333
2582,0.05187434
2583,1
2584,3.333907
2585,1
2586,1
2587,1
2588,0.07532565
2589,4.500001
2590,3.301313
2591,1
2592,1
2593,4.060566
2594,0.01721523
2595,1
2596,1.06402
2597,0.01990145
2598,2.155179
2599,1
2600,1
2601,2.095553
2602,1.065149
2603,1
2604,1
2605,1
2606,1
2607,1.000811
2608,2.500002
2609,1.003863
2610,2.36361
2611,3.688808
2612,0.02401426
2613,-14.97169
2614,1
2615,1
2616,-14.05444
2617,0.01170621
2618,2.953764
2619,0
2620,1
2621,0.4438378
2622,1.762767
2623,0
2624,1
2625,1
2626,1.532668
2627,5.500002
2628,1
2629,1.387377
2630,1
2631,1
2632,1
2633,0.02850148
2634,1.170732
2635,1
2636,1
2637,2.627558
2638,-0.5158951
2639,1
2640,1
2641,-13.71016
2642,1
2643,2.735922
2644,1.003183
2645,0
2646,7.5
2647,1
2648,1.095454
2649,1
2650,1
2651,2.271766
2652,0
2653,1
2654,1
2655,-0.7720831
2656,2.693233
2657,1
2658,6.5
2659,1
2660,1.004695
2661,1.00467
2662,3.692721
2663,1.071027
2664,-0.653541
2665,1
2666,1
2667,1
2668,1
2669,-13.41587
2670,4.5
2671,5.161793
2672,1.002626
2673,2.198134
2674,0
2675,0.4999999
2676,1
2677,0.009057533
2678,1
2679,5.039836
2680,1
2681,-0.542079
2682,6.441942
2683,1
2684,1
2685,1
2686,0.02303414
2687,2.147907
2688,1
2689,2.229588
2690,-14.18943
2691,0
2692,3.437362
2693,2.323958
2694,1
2695,0.1887916
2696,2.446801
2697,1
2698,1
2699,1.000068
2700,2.300724
2701,1
2702,1
2703,3.60774
2704,1.109038
2705,1
2706,1
2707,1
2708,2.20722
2709,1
2710,2.785985
2711,0.04786574
2712,1
2713,0.1512256
2714,4.659929
2715,1
2716,1
2717,1
2718,2.613207
2719,1.039952
2720,1
2721,1
2722,5.996933
2723,2.107162
2724,2.588
2725,0
2726,6.309516
2727,-2.771202
2728,2.367812
2729,1
2730,1
2731,1
2732,5.815416
2733,2.755445
2734,5
2735,0
2736,1.065369
2737,7.241357
2738,-12.5
2739,1
2740,0.01215194
2741,1.362165
2742,2.439217
2743,2.464197
2744,2.675055
2745,-14.98545
2746,1.407012
2747,1.050439
2748,1
2749,1
2750,1
2751,1
2752,-14.96593
2753,1.392774
2754,1.032234
2755,3.5
2756,1
2757,1
2758,0.001171928
2759,1
2760,0.06070811
2761,6.852977
2762,7.91447
2763,1.069128
2764,1
2765,1
2766,1.335291
2767,0.02885588
2768,1.065488
2769,4.500001
2770,1.000543
2771,1.000538
2772,0
2773,-0.489002
2774,6.461756
2775,0
2776,0.4188247
2777,1
2778,1
2779,1
2780,2.046077
2781,0
2782,0
2783,1.049987
2784,3.583967
2785,-1.500001
2786,2.452904
2787,1.05842
2788,1
2789,-14.9677
2790,1
2791,1.005112
2792,1.005052
2793,-15
2794,1.011008
2795,3.245947
2796,2.209846
2797,1
2798,1
2799,2.179429
2800,7.500002
2801,4.055667
2802,4.841771
2803,1
2804,1.448305
2805,1
2806,1.060156
2807,-14.99336
2808,1.006417
2809,1.006362
2810,1.006306
2811,1.221928
2812,3.384208
2813,1
2814,-0.9688505
2815,1.002744
2816,1.34234
2817,1
2818,1
2819,4.438324
2820,1
2821,1.622744
2822,0.02053803
2823,3.232406
2824,2.472301
2825,-14.9704
2826,-16.5
2827,1.649295
2828,1
2829,0.02282689
2830,1
2831,0.04118108
2832,3.147139
2833,1
2834,1
2835,1
2836,0.8215821
2837,0
2838,1.0136
2839,1.013517
2840,0
2841,-14
2842,1.323211
2843,0.04440535
2844,2.252102
2845,1.859651
2846,2.359376
2847,0.02447462
2848,1
2849,1
2850,0
2851,1.500001
2852,3.308341
2853,0.01186469
2854,4.332019
2855,1
2856,1
2857,1
2858,1.000696
2859,3.130409
2860,0
2861,1
2862,7.499998
2863,0
2864,1.002571
2865,2.202579
2866,2.191037
2867,2.342004
2868,1
2869,6.124794
2870,3.090779
2871,1
2872,-32.49194
2873,0.6494273
2874,1
2875,-14.97463
2876,3.429236
2877,5.09673
2878,1
2879,2.220229
2880,1
2881,3.426418
2882,-0.9753112
2883,1.002023
2884,1.376664
2885,1
2886,1
2887,7.5
2888,0
2889,1
2890,0.5742025
2891,1
2892,1.009519
2893,0
2894,2.109212
2895,1
2896,2.104541
2897,2.926387
2898,1
2899,1.053995
2900,1
2901,1
2902,0.004520687
2903,0.2169434
2904,2.296755
2905,1
2906,1
2907,1
2908,1
2909,1
2910,-10.00733
2911,-1.414074
2912,4.552144
2913,1
2914,5.326228
2915,1
2916,2.117627
2917,1
2918,0.008841707
2919,0.07866188
2920,3.674854
2921,1
2922,1.393967
2923,1
2924,1
2925,1.037315
2926,1.036008
2927,1
2928,1
2929,3.5
2930,1
2931,1
2932,5.379672
2933,-31
2934,1
2935,1.68719
2936,0.02109344
2937,2.199754
2938,1
2939,0.4960961
2940,1
2941,1.000357
2942,1
2943,3.476562
2944,1
2945,1
2946,1
2947,1.208904
2948,1
2949,1.026899
2950,1
2951,1.427115
2952,1
2953,1
2954,1
2955,1
2956,4.535842
2957,1
2958,0.01724238
2959,4.423505
2960,1
2961,1
2962,1
2963,1
2964,1
2965,2.143045
2966,1
2967,1
2968,1
2969,1
2970,1
2971,4.474127
2972,1
2973,0.01670936
2974,1
2975,1.034027
2976,1
2977,3.683456
2978,2.191059
2979,1
2980,2.342005
2981,1
2982,-1.160839
2983,0.07115364
2984,2.360182
2985,2.19952
2986,1
2987,5.924172
2988,-1.222782
2989,0.05137837
2990,0.06616753
2991,2.265748
2992,8.499999
2993,1
2994,1
2995,1
2996,0
2997,1.484267
2998,1
2999,1.219676
3000,-12.09414
3001,2.194903
3002,-0.4277245
3003,0.05940261
3004,0.2345245
3005,3.499998
3006,0
3007,3.5
3008,1
3009,1.002147
3010,1.500001
3011,1
3012,1.5
3013,2.118497
3014,1
3015,1
3016,1
3017,1
3018,1
3019,1
3020,0.01292093
3021,2.283085
3022,0.4998974
3023,1
3024,4.937724
3025,1.034944
3026,0.05057698
3027,1
3028,1.000035
3029,1.402609
3030,1
3031,1
3032,2.391576
3033,5.500002
3034,0
3035,0
3036,4.729413
3037,2.223615
3038,5.5
3039,0.005431568
3040,1
3041,3.385909
3042,2.246099
3043,1
3044,1
3045,2.319616
3046,1
3047,1
3048,2.164323
3049,1
3050,-1.391164
3051,1
3052,-29.5
3053,5
3054,3.652537
3055,1
3056,2.26716
3057,1.00158
3058,0
3059,1
3060,1.824638
3061,5.112342
3062,1
3063,-14.98123
3064,5.923396
3065,1
3066,1
3067,0.4989434
3068,1
3069,0.05931219
3070,1
3071,0.4202265
3072,2.24201
3073,5.094835
3074,1
3075,0
3076,9.417715
3077,0.05175104
3078,0.04283904
3079,-0.4591093
3080,1.002333
3081,1.002325
3082,-11.85487
3083,0
3084,-0.7277452
3085,1
3086,0
3087,7.409668
3088,1
3089,1.729455
3090,0.04519538
3091,1
3092,2.806153
3093,0.4895391
3094,1
3095,1
3096,1
3097,1
3098,1
3099,5.5
3100,1.001592
3101,1
3102,3.639357
3103,1
3104,1
3105,3.5
3106,0.003994439
3107,1
3108,3.532203
3109,1
3110,0
3111,3.484517
3112,3.532216
3113,7.5
3114,1
3115,-3.913519
3116,1.390173
3117,0.03490697
3118,0.04297258
3119,1.012298
3120,2.202213
3121,1
3122,1
3123,1.359609
3124,1
3125,1
3126,3.466409
3127,1.038205
3128,1
3129,0.6501583
3130,1
3131,0
3132,2.198673
3133,1
3134,1
3135,1
3136,1
3137,1.353708
3138,1
3139,1
3140,1
3141,1.904873
3142,-16.02807
3143,2.091716
3144,-11.49999
3145,1
3146,3.427436
3147,1
3148,1
3149,0.6016142
3150,1
3151,1.02835
3152,0.6510205
3153,1.798142
3154,1
3155,0.01529682
3156,1.005198
3157,3.379498
3158,1
3159,1
3160,1
3161,3.848615
3162,-14.98451
3163,6.720145
3164,1
3165,0.009659219
3166,1.007355
3167,1.019698
3168,1.060604
3169,1.340953
3170,1
3171,1
3172,2.109191
3173,6.500001
3174,0.6801324
3175,1.635405
3176,1.018059
3177,1.018027
3178,-0.07080287
3179,1.272408
3180,1
3181,-14.98868
3182,1
3183,-14.98647
3184,3.546717
3185,2.152042
3186,1
3187,4.686085
3188,1
3189,4.5
3190,1
3191,0.0009827936
3192,2.092533
3193,1
3194,1.051542
3195,2.288191
3196,1
3197,2.263742
3198,1
3199,3.628734
3200,1
3201,1.499999
3202,1.00814
3203,0
3204,4.646287
3205,2.364291
3206,2.284719
3207,0
3208,3.444096
3209,10.5
3210,-1.563353
3211,-6.500004
3212,1.011728
3213,1
3214,-0.1299768
3215,0.2615908
3216,5
3217,3.383245
3218,2
3219,1
3220,1
3221,-11.17302
3222,7.499998
3223,3.053055
3224,1
3225,4.661664
3226,1.180239
3227,0.7574416
3228,5.948195
3229,-14.96093
3230,1
3231,1
3232,1
3233,3.244142
3234,1
3235,1
3236,3.276864
3237,1
3238,2.515997
3239,1
3240,0.02261456
3241,1.004606
3242,1
3243,3.245327
3244,1
3245,3.69962
3246,1.456331
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1.058209
3253,0.007417644
3254,1.012634
3255,1.005952
3256,5.045445
3257,3.817803
3258,1.04172
3259,1
3260,1
3261,1
3262,0.04835173
3263,1
3264,1.055509
3265,1
3266,5.500001
3267,0.001951158
3268,1.000643
3269,0.006421865
3270,1
3271,1.01757
3272,1.021531
3273,4.41688
3274,1
3275,1
3276,1
3277,1.001715
3278,0.6461541
3279,-14.94821
3280,1
3281,2.105337
3282,3.390191
3283,1.594665
3284,0.02863975
3285,4.631614
3286,0.01674992
3287,3.390454
3288,1.013626
3289,0.07581905
3290,3.516685
3291,-0.5335808
3292,1
3293,1
3294,2.183962
3295,0.01183778
3296,1
3297,1
3298,1
3299,2.352933
3300,1
3301,2.209079
3302,1
3303,2.536512
3304,1
3305,1.034109
3306,1
3307,1
3308,1
3309,1
3310,4.942363
3311,0.4999996
3312,0
3313,1
3314,5.003913
3315,0
3316,2.824932
3317,1.003699
3318,0
3319,0.2892919
3320,1
3321,1
3322,1
3323,1
3324,1
3325,3.598939
3326,1
3327,4.979732
3328,1
3329,0.01126534
3330,2.436836
3331,2.78066
3332,1
3333,1
3334,1
3335,2.499439
3336,1
3337,4.772208
3338,1
3339,1
3340,2.873514
3341,2.806437
3342,1
3343,1
3344,1
3345,2.47805
3346,1
3347,-14.99197
3348,3.820535
3349,1
3350,2.168153
3351,1.404651
3352,2.115246
3353,1
3354,1
3355,2.187112
3356,1
3357,2.130609
3358,1
3359,2.140465
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,3.660109
3367,0.02427326
3368,0.03307232
3369,2.5
3370,1.102149
3371,3.49551
3372,1.034753
3373,1
3374,1
3375,1
3376,4.77994
3377,1
3378,1
3379,1.407266
3380,2.155624
3381,2.588352
3382,1
3383,2.183219
3384,3.1104
3385,-31
3386,5.21846
3387,-0.7083707
3388,1.00395
3389,1
3390,3.692295
3391,-14.96574
3392,2.230256
3393,1
3394,2.229523
3395,1
3396,4.889617
3397,1
3398,-0.2026054
3399,1
3400,1
3401,2.355712
3402,2.5
3403,1.000214
3404,1
3405,1
3406,1.000214
3407,1
3408,1.000213
3409,1.000213
3410,1.000212
3411,1
3412,0
3413,1.072288
3414,3.705927
3415,1
3416,1.408602
3417,1.058277
3418,0.03717424
3419,5.499978
3420,-14.99141
3421,1
3422,1
3423,1
3424,1
3425,4.533228
3426,-14.97779
3427,2.210078
3428,-0.1065856
3429,1.125908
3430,-14.99716
3431,1
3432,1
3433,2.219719
3434,2.080774
3435,2
3436,2.147367
3437,1
3438,-14.99235
3439,1.016741
3440,-13.632
3441,5.837249
3442,1
3443,0.2306147
3444,1
3445,1
3446,1
3447,3.71241
3448,1
3449,1
3450,1
3451,1
3452,1
3453,1.380945
3454,1
3455,1.038128
3456,0.03909461
3457,-0.6617513
3458,1.006417
3459,-15
3460,1.005687
3461,-14.29121
3462,0
3463,1
3464,3.804205E-07
3465,1
3466,1.038587
3467,3.496895
3468,-0.1988393
3469,1
3470,1
3471,2.533049
3472,1
3473,1
3474,2.050818
3475,2.288625
3476,2.14303
3477,1
3478,2.234706
3479,2.139907
3480,1.603829
3481,0.0292587
3482,4.826129
3483,1
3484,1
3485,4.843985
3486,1.033264
3487,0.05112501
3488,0
3489,1.072143
3490,1
3491,3.786495
3492,2.777941
3493,1.004184
3494,0.02642256
3495,3.969338
3496,1
3497,1.000978
3498,1
3499,-0.5
3500,2.189646
3501,0.007600334
3502,0.007776973
3503,2.194512
3504,2.490395
3505,1
3506,1
3507,1
3508,2.135733
3509,1
3510,4.017843
3511,-1
3512,-14
3513,1
3514,0.09536484
3515,1
3516,1
3517,1.02822
3518,1
3519,1
3520,1.027664
3521,3.230722
3522,1.362435
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,0.6016526
3530,1.001121
3531,1
3532,1
3533,2.705164
3534,2.544561
3535,1.04874
3536,1.048056
3537,-14.96552
3538,1.015427
3539,0.09543721
3540,4.387543
3541,0.01006008
3542,1
3543,-15.50001
3544,2.431139
3545,1.037125
3546,1
3547,1
3548,1
3549,0.03669365
3550,-0.9192374
3551,0.04717867
3552,0
3553,1
3554,2.282203
3555,1
3556,0.01048498
3557,0.1062194
3558,1.007269
3559,3.49042
3560,1.062811
3561,1
3562,1
3563,1
3564,1
3565,5.500001
3566,1
3567,1
3568,-14.98443
3569,2.965713
3570,1.001311
3571,3.603103
3572,1
3573,1
3574,1.00037
3575,4.873073
3576,1
3577,0.02586998
3578,0.1029884
3579,1.007169
3580,1
3581,1.007029
3582,-11.5
3583,-2.418688
3584,1
3585,1.022391
3586,1
3587,3.780945
3588,0
3589,-8.5
3590,1
3591,0
3592,1.419474
3593,-14.42974
3594,1
3595,1
3596,3.374778
3597,0.1699558
3598,1
3599,2.588746
3600,1.014772
3601,-15
3602,0
3603,1.010606
3604,1
3605,2.159994
3606,1
3607,-13.48645
3608,1
3609,3.491059
3610,1
3611,1
3612,0.1858007
3613,1
3614,1
3615,1
3616,1.815509
3617,1.006709
3618,1
3619,1
3620,0
3621,2.362278
3622,1
3623,1
3624,5.005299
3625,1
3626,1
3627,-0.4237821
3628,1.044981
3629,1.524605
3630,-12.5
3631,1
3632,2.086877
3633,2.423663
3634,1.042441
3635,0.0247846
3636,0.04320687
3637,1.034222
3638,8.5
3639,0.003429733
3640,0.006818947
3641,3.675583
3642,3.282531
3643,4.978799
3644,-14.96959
3645,-14.96633
3646,3.382706
3647,0.6168553
3648,1
3649,1
3650,6.067243
3651,1
3652,1
3653,3.292928
3654,1
3655,1
3656,1
3657,1
3658,0.01330486
3659,3.404114
3660,5.500002
3661,6.125521
3662,1
3663,1
3664,0
3665,4.665772
3666,1
3667,3.464591
3668,2.17469
3669,0
3670,1
3671,-16.5
3672,1.212111
3673,1
3674,0.04225756
3675,1
3676,1
3677,0.04650209
3678,0
3679,0.3325971
3680,1.00351
3681,1
3682,1.00355
3683,2.33545
3684,-0.9064906
3685,1
3686,0
3687,1
3688,3.592194
3689,2.257461
3690,0
3691,1.027431
3692,1
3693,1
3694,1
3695,2.232573
3696,1
3697,1
3698,0.2033861
3699,1.267819
3700,1.717259
3701,1
3702,0
3703,5.1945
3704,-0.9390309
3705,1.001437
3706,3.354421
3707,1
3708,0.717466
3709,1.08024
